gene	core	inter	rare	total_presence	truncation_assignments	gene_class	label	fill	means
group_13******	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.92
rhaT_2	1	0	0	1	secondary variant (short)	Core	1/47	Cluster specific core	1
group_5253****	1	0	0	1	normal	Core	1/47	Cluster specific core	1
ybhA_2*	1	0	0	1	normal	Core	1/47	Cluster specific core	1
yadV***	1	0	0	1	normal	Core	1/47	Cluster specific core	1
htrE****	1	0	0	1	normal	Core	1/47	Cluster specific core	0.96
yadM*******	1	0	0	1	long variant	Core	1/47	Cluster specific core	1
yadL***	1	0	0	1	normal	Core	1/47	Cluster specific core	1
yadK****	1	0	0	1	normal	Core	1/47	Cluster specific core	1
group_630	0	0	1	1	secondary variant (short)	Rare	1/47	Cluster specific rare	0.08
yhdJ_1*	1	0	0	1	secondary variant (short)	Core	1/47	Cluster specific core	1
yhdJ_2**	1	0	0	1	secondary variant (short)	Core	1/47	Cluster specific core	1
group_2339*********	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.12
group_6648****	1	0	0	1	normal	Core	1/47	Cluster specific core	1
group_6387****	1	0	0	1	normal	Core	1/47	Cluster specific core	1
elfA**	1	0	0	1	normal	Core	1/47	Cluster specific core	1
group_629	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.24
group_1898***	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.2
kpsT*****	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.2
group_1900*	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.2
group_2918******	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_519*	1	0	0	1	normal	Core	1/47	Cluster specific core	1
group_6195******	1	0	0	1	normal	Core	1/47	Cluster specific core	1
rhsC******	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.72
group_5782*****	1	0	0	1	normal	Core	1/47	Cluster specific core	1
group_3443*	1	0	0	1	normal	Core	1/47	Cluster specific core	1
group_6509*****	1	0	0	1	normal	Core	1/47	Cluster specific core	1
group_5238	1	0	0	1	normal	Core	1/47	Cluster specific core	1
group_6894****	1	0	0	1	normal	Core	1/47	Cluster specific core	1
group_5994*	1	0	0	1	normal	Core	1/47	Cluster specific core	1
group_1022**	1	0	0	1	normal	Core	1/47	Cluster specific core	0.96
group_5354****	1	0	0	1	normal	Core	1/47	Cluster specific core	1
group_3608******	1	0	0	1	normal	Core	1/47	Cluster specific core	1
group_4080*******	1	0	0	1	normal	Core	1/47	Cluster specific core	1
group_6361**************	1	0	0	1	normal	Core	1/47	Cluster specific core	1
group_4030******	1	1	1	3	normal	Varied	3/47	Core, intermediate and rare	0.6291887
group_4844******	1	0	0	1	normal	Core	1/47	Cluster specific core	1
group_2722***	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.08
group_768**	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.48
group_121*	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.48
group_772******	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.48
group_288**	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.52
group_5107**	1	0	0	1	normal	Core	1/47	Cluster specific core	1
group_6017**	1	0	0	1	normal	Core	1/47	Cluster specific core	1
yfcR*******	1	0	0	1	normal	Core	1/47	Cluster specific core	1
yfcQ*********	1	0	0	1	normal	Core	1/47	Cluster specific core	1
yfcO************	1	0	0	1	normal	Core	1/47	Cluster specific core	1
group_4076*****	2	0	0	2	secondary variant (short)	Core	2/47	Multi-cluster core	1
group_3755***	1	0	0	1	normal	Core	1/47	Cluster specific core	1
group_9596*	1	0	2	3	normal	Varied	3/47	Core and rare	0.3465973
group_866***	1	0	2	3	normal	Varied	3/47	Core and rare	0.3465973
group_872*******	0	1	1	2	secondary variant (short)	Varied	2/47	Intermediate and rare	0.4785185
group_873**	1	0	1	2	normal	Varied	2/47	Core and rare	0.4985185
group_874***	1	0	2	3	normal	Varied	3/47	Core and rare	0.3360087
group_4515****	1	0	0	1	normal	Core	1/47	Cluster specific core	1
argH_1*	1	0	1	2	normal	Varied	2/47	Core and rare	0.5185185
dcuB_2	1	0	1	2	normal	Varied	2/47	Core and rare	0.5185185
dcuB_1	1	0	1	2	normal	Varied	2/47	Core and rare	0.5185185
lutR_2	1	0	1	2	normal	Varied	2/47	Core and rare	0.5185185
ansB_2	1	0	0	1	secondary variant (short)	Core	1/47	Cluster specific core	1
group_894*	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.56
cfaE****	1	0	0	1	normal	Core	1/47	Cluster specific core	1
group_219*	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.88
uacT_1*	1	0	0	1	secondary variant (short)	Core	1/47	Cluster specific core	1
licT*	1	0	0	1	normal	Core	1/47	Cluster specific core	1
group_3747******	1	0	0	1	normal	Core	1/47	Cluster specific core	1
ygcB*	3	0	0	3	normal	Core	3/47	Multi-cluster core	0.9834615
casA**	2	0	0	2	normal	Core	2/47	Multi-cluster core	0.9751923
casB	2	1	0	3	normal	Varied	3/47	Core and intermediate	0.7357509
casC*	2	1	0	3	normal	Varied	3/47	Core and intermediate	0.7364164
casD	2	0	0	2	normal	Core	2/47	Multi-cluster core	0.9855769
casE**	2	1	0	3	normal	Varied	3/47	Core and intermediate	0.7586996
ygbT**	3	0	0	3	normal	Core	3/47	Multi-cluster core	1
ygbF**	3	0	0	3	normal	Core	3/47	Multi-cluster core	1
group_3635****	1	0	0	1	long variant	Core	1/47	Cluster specific core	1
group_3336***	1	0	0	1	long variant	Core	1/47	Cluster specific core	1
gap_1	1	0	0	1	normal	Core	1/47	Cluster specific core	1
gap_2*	1	0	0	1	secondary variant (short)	Core	1/47	Cluster specific core	1
group_1********	0	1	0	1	secondary variant (short)	Intermediate	1/47	Cluster specific intermediate	0.84
group_79********	1	0	0	1	normal	Core	1/47	Cluster specific core	0.96
group_2928****	0	0	1	1	secondary variant (short)	Rare	1/47	Cluster specific rare	0.04
group_2929***	0	0	1	1	secondary variant (short)	Rare	1/47	Cluster specific rare	0.04
group_3780**********	1	0	0	1	normal	Core	1/47	Cluster specific core	1
group_3501****	1	0	0	1	normal	Core	1/47	Cluster specific core	1
group_119**	1	0	0	1	normal	Core	1/47	Cluster specific core	1
group_120*	1	0	0	1	normal	Core	1/47	Cluster specific core	1
group_3557********	1	0	0	1	long variant	Core	1/47	Cluster specific core	1
group_6735***	1	0	0	1	normal	Core	1/47	Cluster specific core	1
group_6539**	1	0	0	1	normal	Core	1/47	Cluster specific core	1
group_6604***	1	0	0	1	normal	Core	1/47	Cluster specific core	1
group_4765***	1	0	0	1	normal	Core	1/47	Cluster specific core	1
group_6643*******	1	0	0	1	normal	Core	1/47	Cluster specific core	1
group_4331*	1	0	0	1	normal	Core	1/47	Cluster specific core	1
group_3692***********	1	0	0	1	secondary variant (short)	Core	1/47	Cluster specific core	1
group_4348**	1	0	0	1	secondary variant (short)	Core	1/47	Cluster specific core	1
group_3418****	1	0	0	1	normal	Core	1/47	Cluster specific core	1
lutR_3	1	0	0	1	secondary variant (short)	Core	1/47	Cluster specific core	1
uidA*	1	0	0	1	normal	Core	1/47	Cluster specific core	1
group_4011****	1	0	0	1	normal	Core	1/47	Cluster specific core	1
dgt_1	1	0	0	1	normal	Core	1/47	Cluster specific core	1
group_6217***	2	0	0	2	normal	Core	2/47	Multi-cluster core	1
group_6362********	2	0	1	3	normal	Varied	3/47	Core and rare	0.6863553
group_3863*********	1	1	1	3	normal	Varied	3/47	Core, intermediate and rare	0.6671245
ltrA********	0	1	0	1	secondary variant (short)	Intermediate	1/47	Cluster specific intermediate	0.48
comM_1*	1	0	0	1	normal	Core	1/47	Cluster specific core	1
group_5249***	1	0	0	1	secondary variant (short)	Core	1/47	Cluster specific core	1
group_5668********	1	0	0	1	secondary variant (short)	Core	1/47	Cluster specific core	1
tnpR_1****	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.36
group_2350***	0	1	1	2	normal	Varied	2/47	Intermediate and rare	0.190989
arsA***	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.36
group_106*******	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.44
intA_1*****	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.52
group_1830***	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.52
group_1829**	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.52
group_1827**	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.48
group_1824	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.52
group_1823*	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.52
group_610**	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.52
group_1817*****	0	1	1	2	normal	Varied	2/47	Intermediate and rare	0.2838095
otnK_1	0	1	0	1	short variant	Intermediate	1/47	Cluster specific intermediate	0.44
group_2489***	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.4
group_2488***	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.4
group_668****	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.4
group_2482***	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.4
group_2481**	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.4
group_2480*****	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.4
group_2478**	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.4
group_2474**	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.4
group_2620******	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.44
group_2625**	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.44
group_2628******	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.44
cbdC	0	1	0	1	secondary variant (short)	Intermediate	1/47	Cluster specific intermediate	0.76
group_2612****	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.44
group_2611***	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.44
group_2610***	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.44
group_2592**	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.44
group_2591*	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.44
group_2585***	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.44
group_2584****	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.44
group_2583***	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.44
group_2567***	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.44
group_2566**	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.44
group_2565**	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.44
group_2466******	0	1	1	2	normal	Varied	2/47	Intermediate and rare	0.2119048
group_2636******	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.44
group_2638*****	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.44
group_2639****	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.44
group_2640*****	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.44
group_2641*****	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.44
group_2642***	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.44
group_2643***	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.44
group_2644**	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.44
arsH***	0	1	1	2	normal	Varied	2/47	Intermediate and rare	0.2378571
group_2647***	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.44
arsB_1	0	1	1	2	normal	Varied	2/47	Intermediate and rare	0.2378571
arsC_1***	0	1	1	2	normal	Varied	2/47	Intermediate and rare	0.2378571
group_5593***	0	1	2	3	normal	Varied	3/47	Intermediate and rare	0.1617766
group_2651*******	0	1	2	3	normal	Varied	3/47	Intermediate and rare	0.1617766
group_2652****	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.44
group_2653**	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.44
group_2654***	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.44
group_2658*****	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.44
group_2667***	0	1	1	2	normal	Varied	2/47	Intermediate and rare	0.2254945
rcnR_2	0	1	1	2	normal	Varied	2/47	Intermediate and rare	0.2254945
group_7810*	0	1	1	2	normal	Varied	2/47	Intermediate and rare	0.2254945
pcoE**	0	1	1	2	normal	Varied	2/47	Intermediate and rare	0.2254945
group_2614********	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.36
group_2615****	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.36
group_2616***	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.36
qseC_2	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.36
qseB_2*	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.36
group_2619*****	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.36
aacA4*	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.44
group_2550****	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.44
group_2551****	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.44
yokD***	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.44
group_2553****	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.44
group_577**	0	1	0	1	secondary variant (short)	Intermediate	1/47	Cluster specific intermediate	0.68
eptA_1*	0	1	1	2	normal	Varied	2/47	Intermediate and rare	0.2254945
group_7815**	0	1	1	2	normal	Varied	2/47	Intermediate and rare	0.2254945
group_2442*	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.44
group_2400	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.44
group_2395***	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.44
group_2394******	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.44
group_2393*	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.44
group_2386*	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.44
group_2378*****	0	1	0	1	secondary variant (short)	Intermediate	1/47	Cluster specific intermediate	0.44
group_2377*********	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.44
group_2712****	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.36
group_2711******	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.36
group_2710*********	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.36
group_2709*****	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.36
group_2708**	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.36
group_2707***********	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.36
group_2706*******	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.36
group_2705*****	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.36
group_2704**	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.36
group_2703*******	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.36
appB_1	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.36
group_2701*	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.36
adhB_1	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.36
group_2698	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.36
uvrA_1*	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.36
yjlD	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.36
group_2695***********	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.36
group_2694*****	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.36
group_2693	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.36
frmA_2**	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.36
frmR_3	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.36
uvrB_2	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.36
group_2689***	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.36
flhD_2	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.36
group_2687***************	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.36
group_2686***************	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.36
group_2685*******	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.36
group_2684************	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.36
group_2683******	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.36
group_2682*****	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.36
group_2681**	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.36
group_2680***	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.36
group_2679****	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.36
group_2678***	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.36
group_2677***	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.36
group_2676**	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.36
group_2675**	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.36
group_2674**	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.36
group_2673*****	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.36
group_2548***	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.44
group_2546***	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.44
atsA***	0	1	0	1	secondary variant (short)	Intermediate	1/47	Cluster specific intermediate	0.6
betC_2	0	1	0	1	secondary variant (short)	Intermediate	1/47	Cluster specific intermediate	0.6
group_21********	0	1	0	1	secondary variant (short)	Intermediate	1/47	Cluster specific intermediate	0.52
group_2835*	0	0	1	1	secondary variant (short)	Rare	1/47	Cluster specific rare	0.08
group_2839****	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.08
group_2840****	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.08
group_2842	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.08
group_2843*****	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.08
group_2844**********	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.08
group_2845************	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.08
group_2852*****	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.08
group_2853***	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.08
group_2885***	0	0	1	1	secondary variant (long)	Rare	1/47	Cluster specific rare	0.08
group_2888*************	0	0	1	1	secondary variant (short)	Rare	1/47	Cluster specific rare	0.08
group_2891**	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.08
group_2892***	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.08
group_2895*	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.08
group_2896*	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.08
group_2898	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.08
group_2912****	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.08
group_679***	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.08
rop_2**	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.08
group_680*	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.12
group_2831***	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_678****	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.12
group_2758****	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3076*****	0	0	1	1	long variant	Rare	1/47	Cluster specific rare	0.04
group_3077***	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3078****	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3079****	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3080****	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3081**	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_614*****	0	1	0	1	secondary variant (short)	Intermediate	1/47	Cluster specific intermediate	0.16
group_619	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.12
group_244*	0	0	1	1	secondary variant (short)	Rare	1/47	Cluster specific rare	0.12
group_245*	0	0	1	1	secondary variant (short)	Rare	1/47	Cluster specific rare	0.12
group_554*	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.4
group_553*	0	1	0	1	secondary variant (short)	Intermediate	1/47	Cluster specific intermediate	0.4
group_529	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.24
group_3127***	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.08
ydiO**********	0	0	1	1	long variant	Rare	1/47	Cluster specific rare	0.08
group_3147**	0	0	1	1	long variant	Rare	1/47	Cluster specific rare	0.08
group_633***	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.12
group_3173****	0	0	1	1	secondary variant (short)	Rare	1/47	Cluster specific rare	0.04
focB_2*	0	0	1	1	long variant	Rare	1/47	Cluster specific rare	0.04
group_2915***	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_2832*****	0	0	1	1	secondary variant (short)	Rare	1/47	Cluster specific rare	0.08
group_931*****	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.24
yhaK_1	0	0	1	1	secondary variant (short)	Rare	1/47	Cluster specific rare	0.04
group_2767***	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
glgC_1*	0	0	1	1	secondary variant (short)	Rare	1/47	Cluster specific rare	0.04
group_2770******	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
yhhW_1	0	0	1	1	secondary variant (short)	Rare	1/47	Cluster specific rare	0.04
group_2774**	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
yhfX_1*	0	0	1	1	secondary variant (short)	Rare	1/47	Cluster specific rare	0.04
group_2776	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
ybjI_1	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
cobC_2	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_2780**	0	0	1	1	secondary variant (short)	Rare	1/47	Cluster specific rare	0.04
group_2782*	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_2783	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_2786***	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
torY_2	0	0	1	1	secondary variant (short)	Rare	1/47	Cluster specific rare	0.04
ecpC_1	0	0	1	1	secondary variant (short)	Rare	1/47	Cluster specific rare	0.04
ppx_1*	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_2794*****	0	0	1	1	secondary variant (long)	Rare	1/47	Cluster specific rare	0.04
helD_2	0	0	1	1	secondary variant (short)	Rare	1/47	Cluster specific rare	0.04
torA_2*	0	0	1	1	secondary variant (short)	Rare	1/47	Cluster specific rare	0.04
deoA_2	0	0	1	1	secondary variant (short)	Rare	1/47	Cluster specific rare	0.04
carB_2	0	0	1	1	secondary variant (short)	Rare	1/47	Cluster specific rare	0.04
group_2800****	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
lpdA_2	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
yadM_1	0	0	1	1	short variant	Rare	1/47	Cluster specific rare	0.04
lpxD_1	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
wzxE_1***	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
wzxE_3	0	0	1	1	secondary variant (short)	Rare	1/47	Cluster specific rare	0.04
group_2808*****	0	0	1	1	secondary variant (short)	Rare	1/47	Cluster specific rare	0.04
cutC_4**	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
yfaL_1*	0	0	1	1	long variant	Rare	1/47	Cluster specific rare	0.04
gyrA_1*	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_2817**	0	0	1	1	short variant	Rare	1/47	Cluster specific rare	0.04
lpoB_2	0	0	1	1	secondary variant (short)	Rare	1/47	Cluster specific rare	0.04
hypBA1_1	0	0	1	1	secondary variant (short)	Rare	1/47	Cluster specific rare	0.04
adhB_2*	1	0	1	2	secondary variant (short)	Varied	2/47	Core and rare	0.52
rpoC_2	0	0	1	1	secondary variant (short)	Rare	1/47	Cluster specific rare	0.04
group_2824	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
dcuS_1	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
lysU_2*	0	0	1	1	secondary variant (short)	Rare	1/47	Cluster specific rare	0.04
gltB_2	0	0	1	1	secondary variant (short)	Rare	1/47	Cluster specific rare	0.04
group_2829**	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_2762	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
srlE_1	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_1563*	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_1567****	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_1634***	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_439*	0	0	1	1	secondary variant (short)	Rare	1/47	Cluster specific rare	0.08
group_2989**	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_2990******	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_2991**	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_2992***	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_2993****	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_2994***	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_385*	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.12
group_3003*****	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3010**********	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3013******	0	0	1	1	short variant	Rare	1/47	Cluster specific rare	0.04
group_3014**	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3019**	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3020******	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3033***	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3034	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3035**	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3036*	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
yggR_1*	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.08
group_3045	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3046*	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3047****	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3048********	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3049********	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3050*****	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3051**	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
